Longitude,Latitude,Target,Aspect,Curvature,Rainfall_Pentad,River_dist_mts,Geology_Age,Geomorphology,Slope,Roads_dist_mts,Soil_type
79.687764,30.099475,1,6,1,300.1939087,23,4,3,2,0,7
79.631319,30.097044,1,8,2,291.509491,0,4,3,1,11,2
79.605194,30.113056,1,8,3,312.452301,18,1,1,2,0,7
79.702466,30.122162,1,9,1,321.7197876,18,4,3,2,0,7
79.607444,30.1245,1,7,1,312.452301,26,1,1,2,0,7
79.601278,30.133833,1,7,3,312.452301,43,1,3,2,0,7
79.701919,30.154455,1,3,1,312.2145996,0,4,7,2,18,7
79.692459,30.024354,1,6,2,280.6847839,0,4,3,3,0,2
79.698191,30.121518,1,2,3,310.4855347,11,4,3,2,0,7
79.620671,30.093752,1,2,3,291.509491,0,4,3,3,8,7
79.666098,30.098659,1,6,3,300.1939087,8,4,3,3,18,2
79.713708,30.139154,1,7,3,321.7197876,11,4,3,3,8,7
79.597634,30.094183,1,5,1,278.7645874,8,1,3,2,0,2
79.71699,30.135708,1,7,3,321.7197876,18,4,3,4,0,7
79.616966,30.125109,1,8,3,312.452301,24,4,3,2,0,7
79.588933,30.05549,1,9,1,278.7645874,8,1,3,2,0,2
79.606306,30.082583,1,10,3,291.509491,8,4,3,3,0,7
79.613056,30.086306,1,3,1,291.509491,8,4,3,3,0,7
79.62025,30.135333,1,3,1,312.452301,40,4,3,3,0,7
79.616846,30.125424,1,7,2,312.452301,24,4,3,2,0,7
79.702884,30.122525,1,7,3,321.7197876,18,4,3,2,0,7
79.634834,30.093629,1,2,1,291.509491,0,4,3,3,18,2
79.700172,30.023392,1,6,1,293.1759033,0,4,3,2,0,2
79.602512,30.104249,1,4,3,312.452301,16,1,1,2,0,2
79.605975,30.107942,1,9,3,312.452301,11,4,3,2,0,7
79.607408,30.082869,1,2,3,291.509491,8,4,3,3,0,7
79.607463,30.113614,1,7,3,312.452301,18,1,3,3,0,2
79.71915,30.133156,1,8,1,321.7197876,23,4,3,3,8,7
79.701819,30.121877,1,9,3,321.7197876,18,4,3,2,0,7
79.643083,30.092944,1,9,1,291.509491,8,4,3,2,29,2
79.620128,30.161389,1,6,1,313.8231201,65,4,3,2,0,7
79.604306,30.0715,1,8,2,291.509491,11,4,3,3,0,2
79.604978,30.045431,1,7,2,279.6942444,8,4,2,3,0,7
79.64155,30.036059,1,6,3,279.6942444,0,4,3,3,0,2
79.724091,30.1269,1,8,3,321.7197876,29,4,3,2,11,7
79.610048,30.100209,1,7,1,312.452301,8,4,3,2,0,2
79.658889,30.094972,1,10,3,300.1939087,0,4,3,3,26,7
79.65191,30.032952,1,7,3,280.6847839,8,4,3,3,0,2
79.65025,30.093,1,3,2,300.1939087,8,4,3,3,29,2
79.613389,30.087444,1,8,3,291.509491,8,4,3,3,0,7
79.658516,30.094888,1,10,2,300.1939087,0,4,3,3,26,7
79.6035,30.071222,1,7,2,291.509491,11,1,3,3,0,2
79.697906,30.022722,1,6,3,280.6847839,0,4,2,3,0,2
79.6182,30.124645,1,8,1,312.452301,24,4,3,3,0,7
79.619528,30.134056,1,3,2,312.452301,40,4,3,3,0,7
79.61787,30.125504,1,8,2,312.452301,24,4,3,2,0,7
79.60325,30.085028,1,2,1,291.509491,8,1,3,2,0,7
79.666443,30.094269,1,10,1,300.1939087,8,4,3,3,18,2
79.688771,30.099635,1,6,3,300.1939087,23,4,3,3,0,7
79.607543,30.100496,1,6,3,312.452301,8,4,3,3,0,2
79.600306,30.08975,1,5,1,291.509491,0,1,3,3,0,2
79.68101,30.109258,1,8,3,310.4855347,11,4,3,3,0,7
79.617747,30.138901,1,4,3,312.452301,40,4,3,3,0,7
79.618195,30.042785,1,6,3,279.6942444,0,4,3,4,0,2
79.6405,30.093111,1,3,3,291.509491,8,4,3,5,23,2
79.603861,30.071639,1,8,3,291.509491,11,1,3,3,0,2
79.653889,30.031639,1,6,3,280.6847839,8,4,1,2,0,2
79.620715,30.134815,1,3,1,312.452301,40,4,3,3,0,7
79.653583,30.092139,1,3,3,300.1939087,8,4,3,3,29,2
79.714,30.138667,1,7,3,321.7197876,11,4,3,3,8,7
79.6213,30.1651,0,5,2,313.8231201,65,4,3,1,0,7
79.686,30.1543,0,3,2,312.1214905,16,4,7,1,29,7
79.6779,30.1204,0,3,1,310.4855347,0,4,7,1,8,2
79.7098,30.0238,0,5,1,293.1759033,0,4,3,1,0,2
79.6614,30.1334,0,8,1,310.4855347,18,4,7,1,23,7
79.6404,30.0755,0,8,3,291.509491,24,4,3,1,26,7
79.7337,30.1478,0,8,3,321.7197876,32,4,3,1,8,7
79.6044,30.0403,0,8,3,279.6942444,0,4,3,1,0,2
79.7314,30.085,0,6,3,310.5944824,51,4,3,1,43,2
79.7335,30.0237,0,9,1,293.1759033,0,4,3,2,0,7
79.7271,30.1049,0,2,2,321.7197876,46,4,3,2,29,2
79.6025,30.0768,0,8,3,291.509491,8,1,3,2,0,2
79.5951,30.1215,0,6,3,292.9937134,29,1,3,2,8,7
79.7105,30.1389,0,7,1,321.7197876,11,4,3,2,8,7
79.6477,30.1559,0,8,1,313.8231201,46,4,3,2,8,7
79.6056,30.0361,0,10,3,279.6942444,8,1,3,2,8,2
79.6629,30.1131,0,7,3,310.4855347,8,4,7,2,16,2
79.6875,30.0337,0,9,3,280.6847839,8,4,3,3,8,2
79.6513,30.067,0,6,3,300.1939087,32,4,3,3,29,7
79.6411,30.0934,0,10,1,291.509491,0,4,3,3,18,2
79.7117,30.0203,0,9,1,293.1759033,8,4,2,3,0,2
79.6554,30.1132,0,7,3,310.4855347,11,4,1,4,24,7
79.7211,30.1334,0,8,1,321.7197876,23,4,3,4,8,7
79.7062,30.0171,0,3,2,293.1759033,0,4,3,4,0,7
77.932452,30.218682,1,5,3,398.6096802,29,20,3,2,0,2
77.937133,30.222414,1,4,1,398.6096802,29,20,3,2,0,6
77.915752,30.196723,1,8,1,382.6287842,16,11,7,2,0,2
77.7351,30.3651,0,2,3,483.5424194,48,13,2,2,16,7
77.9229,30.2139,0,5,1,398.6096802,26,11,1,2,0,2
77.8057,30.3071,0,3,1,458.3197632,47,20,3,2,40,2
77.6876,30.3794,0,4,3,,47,20,3,2,32,6
77.9356,30.1947,0,7,1,382.6287842,8,11,7,3,18,6
77.9467,30.2207,0,8,1,398.6096802,18,20,3,3,8,6
78.155683,30.336261,1,7,1,457.4346313,16,8,3,3,0,6
78.135086,30.393437,1,9,3,567.3380127,8,8,2,3,0,2
78.135094,30.391531,1,8,1,567.3380127,8,8,3,3,0,2
78.132593,30.404209,1,4,3,606.8986816,8,8,3,2,0,6
78.174466,30.388074,1,5,1,514.4353027,0,9,3,2,0,6
77.979554,30.386521,1,5,1,500.645874,33,13,2,3,0,7
78.155667,30.243194,1,5,2,382.1040649,65,13,3,1,0,2
77.962452,30.34566,1,1,1,394.2203369,8,13,1,1,0,7
78.022625,30.385398,1,8,1,578.8665161,0,13,7,2,0,6
78.165128,30.335368,1,6,3,457.4346313,18,8,3,3,0,6
78.132835,30.342649,1,10,1,473.4052124,8,8,2,2,0,6
78.167128,30.385379,1,5,1,514.4353027,0,9,3,3,0,6
78.212558,30.252656,1,4,1,383.8646851,11,8,3,3,0,6
78.180139,30.303278,1,3,1,457.4346313,0,8,3,3,0,6
78.195199,30.399629,1,5,3,514.4353027,8,9,3,3,0,2
77.97841,30.384594,1,4,3,500.645874,33,13,2,3,0,2
78.030646,30.396173,1,1,3,578.8665161,8,11,7,3,8,6
78.027033,30.390318,1,9,2,578.8665161,0,13,7,2,0,2
78.05945,30.388283,1,5,2,558.7885132,23,13,2,2,8,2
78.212722,30.402361,1,5,1,476.1373596,18,8,3,4,0,2
77.988362,30.397565,1,4,2,500.645874,26,13,2,2,11,2
78.211004,30.251527,1,5,1,383.8646851,11,8,3,2,0,6
78.182594,30.400613,1,4,1,541.4577637,8,9,3,3,0,2
77.984044,30.387929,1,5,3,500.645874,26,13,2,3,8,2
78.153944,30.243917,1,8,2,382.1040649,65,13,2,1,0,2
78.174694,30.385,1,5,3,514.4353027,0,9,3,3,0,6
78.096741,30.404562,1,5,1,640.7364502,11,8,3,2,0,6
78.182831,30.398213,1,6,1,514.4353027,0,9,3,3,0,6
78.020411,30.382698,1,10,1,578.8665161,8,13,2,3,0,6
78.179089,30.398303,1,5,1,514.4353027,0,9,3,2,0,6
77.9718,30.1806,0,3,1,383.6694336,29,11,7,1,40,2
78.069,30.2444,0,5,3,384.0662842,34,13,2,2,23,7
78.1914,30.3486,0,7,1,457.4346313,33,9,3,2,8,2
78.1436,30.3789,0,5,3,567.3380127,8,9,3,1,8,6
78.1639,30.3188,0,7,1,457.4346313,0,8,3,2,8,6
78.0873,30.2294,0,5,3,384.0662842,43,13,2,2,16,7
78.2106,30.3442,0,7,1,402.3067932,32,8,3,2,8,2
78.1342,30.3673,0,3,1,567.3380127,8,8,3,2,8,6
78.195,30.3403,0,4,1,457.4346313,26,9,3,2,11,2
78.1982,30.37,0,2,3,514.4353027,18,8,3,2,0,2
77.9622,30.2439,0,3,3,383.7984314,32,13,3,2,0,2
78.1847,30.3466,0,6,3,457.4346313,33,9,3,3,0,2
78.2264,30.3473,0,3,1,402.3067932,32,9,3,3,11,2
78.0225,30.385,0,9,1,578.8665161,0,13,7,3,0,6
78.1485,30.2984,0,2,3,398.7777405,18,8,3,4,11,6
78.1786,30.2942,0,3,1,387.8353271,11,8,3,4,8,6
78.1773,30.3769,0,3,1,514.4353027,0,9,3,4,0,2
78.1802,30.3705,0,3,1,514.4353027,8,8,3,4,8,2
78.216,30.3041,0,3,2,402.3067932,0,8,3,4,23,2
78.237139,30.226444,1,9,2,380.4813232,0,8,2,2,0,2
78.233111,30.233056,1,7,3,380.4813232,8,8,3,3,0,2
78.243694,30.220639,1,7,3,380.4813232,8,8,3,3,0,6
78.236861,30.222861,1,9,3,380.4813232,0,8,3,2,0,6
78.235083,30.233583,1,5,1,380.4813232,8,8,3,2,0,2
78.244444,30.232944,1,8,2,380.4813232,0,8,3,2,0,2
78.244889,30.228889,1,2,2,380.4813232,0,8,3,2,0,2
78.249722,30.222361,1,2,2,380.4813232,8,8,3,2,0,6
78.239167,30.224861,1,9,1,380.4813232,0,8,3,3,0,6
78.3425,30.26,0,5,1,353.243927,18,9,3,1,23,2
78.4932,30.358,0,8,1,212.6526031,8,8,3,1,0,2
78.4004,30.2938,0,9,3,283.7474365,26,8,3,1,0,6
78.2535,30.216,0,7,1,392.8539734,11,8,3,1,0,6
78.306,30.2501,0,9,1,353.243927,16,8,3,1,18,2
78.487,30.3975,0,6,1,212.6526031,8,8,3,1,0,6
78.2683,30.2733,0,4,1,400.3052979,8,8,3,1,16,6
78.3236,30.2985,0,8,2,353.243927,18,9,3,1,18,7
78.4059,30.3492,0,10,2,246.2981567,8,8,3,1,0,7
78.4599,30.3525,0,4,3,212.6526031,16,8,8,1,0,2
78.3057,30.4042,0,3,1,383.6520996,18,8,3,1,8,7
78.2829,30.2178,0,4,3,392.8539734,11,8,3,1,11,6
78.3002,30.1737,0,7,1,346.2643433,26,8,3,1,0,6
78.2834,30.1865,0,6,1,378.651886,8,8,3,1,0,6
78.4988,30.2474,0,9,1,282.4685669,8,8,8,1,0,2
78.2664,30.2724,0,4,2,400.3052979,8,8,3,1,16,6
78.3458,30.329,0,6,3,327.4810791,8,8,3,1,8,2
78.2828,30.3615,0,9,1,445.160614,24,8,3,1,8,2
78.2945,30.2856,0,9,3,400.3052979,8,9,3,1,26,2
78.28,30.2928,0,3,3,400.3052979,0,9,3,1,32,2
78.442,30.3813,0,5,1,236.0791016,18,8,7,1,0,2
78.405,30.3529,0,1,3,236.0791016,8,8,3,1,0,6
78.3355,30.3893,0,7,2,358.9727478,8,8,3,2,23,2
78.3104,30.2842,0,6,1,353.243927,24,9,3,1,34,2
78.3478,30.2632,0,5,1,353.243927,18,9,3,2,16,2
78.4532,30.3004,0,5,3,217.1435089,36,8,8,2,0,2
78.3043,30.2349,0,10,1,356.5797119,8,8,3,2,16,6
78.3104,30.214,0,7,1,356.5797119,11,8,3,2,8,6
78.2872,30.2997,0,8,3,400.3052979,0,9,3,2,40,2
78.2758,30.3844,0,5,1,445.160614,16,8,3,2,11,2
78.4324,30.2158,0,8,1,311.3621216,57,8,3,2,24,2
78.3534,30.2614,0,5,1,310.2821655,16,9,3,2,8,2
78.4324,30.1723,0,7,3,307.6281738,40,8,3,2,11,6
78.2507,30.2617,0,5,3,400.3052979,11,8,3,2,16,6
78.4024,30.2428,0,8,1,311.3621216,29,8,3,2,0,2
78.2864,30.2649,0,3,1,400.3052979,8,8,3,2,8,2
78.2573,30.3044,0,8,2,403.2247925,8,9,1,2,47,2
78.2796,30.2488,0,6,2,392.8539734,11,8,3,2,0,6
78.3218,30.3409,0,6,1,327.4810791,26,8,3,3,11,2
78.4768,30.3642,0,3,3,212.6526031,8,8,3,3,0,6
78.2897,30.3031,0,9,1,403.2247925,8,9,3,3,48,2
78.3578,30.388,0,8,1,277.7946472,16,8,7,3,8,2
78.2601,30.2567,0,5,2,400.3052979,8,8,3,3,8,6
78.3037,30.3877,0,3,3,358.9727478,16,8,3,3,0,2
78.2911,30.2163,0,4,1,392.8539734,8,8,3,3,16,6
78.3644,30.2528,0,5,3,310.2821655,8,8,3,3,0,2
78.3434,30.2783,0,7,1,353.243927,23,9,3,3,23,2
78.4787,30.3867,0,7,3,212.6526031,0,8,3,3,0,6
78.4404,30.377,0,5,3,236.0791016,16,8,7,3,0,2
78.4366,30.3491,0,5,3,246.2981567,36,8,8,2,8,2
78.5005,30.3072,0,8,1,220.955719,8,8,3,3,8,2
78.2429,30.3067,0,9,1,402.3067932,8,8,3,4,34,6
78.451,30.2894,0,5,3,255.8267822,33,8,3,4,0,2
78.3562,30.3236,0,2,3,276.9546204,0,8,3,4,0,2
78.3834,30.1797,0,10,1,324.7871399,16,8,3,4,18,6
78.4453,30.3406,0,7,2,246.2981567,36,8,8,4,0,6
78.3017,30.3458,0,7,3,327.4810791,23,8,3,4,26,2
78.2982,30.2994,0,7,1,400.3052979,16,9,3,4,41,2
78.3259,30.2587,0,4,1,353.243927,8,9,3,5,29,2
78.750524,30.209249,1,7,1,289.9405823,8,8,3,2,0,6
78.51349,30.352753,1,7,2,228.8293762,23,8,3,3,0,2
78.59525,30.394149,1,8,3,263.2965393,0,4,3,3,0,6
78.588802,30.399865,1,5,3,263.2965393,8,4,3,1,0,6
78.682806,30.270833,1,2,1,277.8612671,29,8,3,2,0,6
78.654506,30.190395,1,7,1,284.1898804,8,8,3,2,0,6
78.600098,30.284571,1,7,1,263.6710205,18,8,7,3,0,2
78.640955,30.343214,1,7,1,271.0076599,8,4,3,3,0,7
78.764995,30.330285,1,5,2,308.0028076,41,4,3,3,8,2
78.502779,30.370498,1,4,2,228.8293762,8,8,3,2,8,2
78.761137,30.384706,1,8,1,338.2958984,8,4,3,2,0,2
78.51751,30.402349,1,7,3,244.3352966,24,8,3,2,0,6
78.631567,30.355429,1,9,1,286.6526184,26,4,3,2,0,2
78.766668,30.280888,1,4,3,273.6559143,48,4,3,3,16,2
78.550041,30.212787,1,3,3,289.0579224,8,8,8,4,0,2
78.514278,30.356444,1,8,3,228.8293762,18,8,3,3,0,2
78.511695,30.403639,1,7,2,244.3352966,24,8,3,3,0,6
78.72609,30.32955,1,5,1,296.5811157,46,4,3,2,0,6
78.61009,30.182415,1,5,3,274.5140686,18,8,3,3,0,6
78.546888,30.333663,1,5,3,220.955719,32,8,7,2,0,6
78.605363,30.297652,1,9,3,263.6710205,16,8,7,2,0,2
78.582139,30.247364,1,5,3,289.0579224,29,8,3,3,8,6
78.759592,30.306282,1,5,3,308.0028076,47,4,3,2,18,2
78.584183,30.391103,1,5,1,263.2965393,8,4,3,4,0,6
78.583519,30.176658,1,9,1,300.7553101,8,8,3,3,0,2
78.688569,30.298099,1,6,3,277.8612671,8,8,3,2,0,6
78.727017,30.172134,1,3,2,280.2349243,51,8,3,2,0,2
78.522244,30.391974,1,6,3,228.8293762,16,8,3,3,0,6
78.5715,30.327972,1,7,2,243.5739441,32,8,7,3,0,2
78.698284,30.25445,1,5,1,277.8612671,16,8,3,2,0,6
78.701167,30.244694,1,2,2,294.5990601,8,8,3,2,0,6
78.578639,30.322861,1,7,1,243.5739441,24,8,7,2,0,2
78.678978,30.197671,1,9,1,284.1898804,16,8,3,3,0,6
78.738049,30.390658,1,7,3,320.8731384,0,4,3,3,0,2
78.766485,30.210769,1,4,1,289.9405823,11,8,3,3,0,6
78.506109,30.375383,1,3,3,228.8293762,8,8,3,3,0,6
78.760316,30.290808,1,5,2,273.6559143,41,4,3,3,8,2
78.536901,30.284205,1,2,1,245.5419769,8,8,3,3,0,6
78.763352,30.190425,1,4,2,280.9433289,24,8,7,3,0,6
78.528778,30.211986,1,5,1,275.3490295,32,8,8,2,16,2
78.526183,30.222214,1,3,1,275.3490295,26,8,8,3,8,2
78.765151,30.330421,1,5,3,308.0028076,41,4,3,4,8,2
78.514576,30.355636,1,8,1,228.8293762,18,8,3,3,0,2
78.760665,30.291187,1,5,1,273.6559143,41,4,3,3,8,2
78.618285,30.179014,1,5,3,274.5140686,8,8,3,3,0,6
78.606959,30.30191,1,7,3,271.0076599,16,8,7,3,0,2
78.761592,30.301953,1,3,1,308.0028076,43,4,3,3,11,7
78.67802,30.216718,1,5,2,292.90448,0,8,3,3,0,2
78.506339,30.376693,1,4,2,228.8293762,0,8,3,2,0,6
78.758125,30.245015,1,7,1,289.9405823,18,8,3,2,0,6
78.567806,30.230083,1,5,3,289.0579224,0,8,4,3,0,6
78.598405,30.310946,1,8,1,243.5739441,11,8,7,3,0,2
78.544914,30.3967,1,7,1,228.8293762,23,4,3,2,0,6
78.546895,30.199149,1,6,3,287.4196777,11,8,3,3,0,6
78.760888,30.29305,1,4,3,273.6559143,41,4,3,3,8,2
78.724022,30.325698,1,5,1,296.5811157,40,4,3,3,0,7
78.664401,30.263702,1,8,3,277.8612671,40,8,3,3,0,6
78.570901,30.273407,1,7,3,257.5440674,24,8,3,4,0,2
78.506,30.359444,1,6,1,228.8293762,16,8,3,2,0,2
78.6148,30.295742,1,6,1,263.6710205,24,8,7,2,0,2
78.738462,30.390584,1,6,2,320.8731384,0,4,3,3,0,2
78.642096,30.33881,1,6,1,271.0076599,8,4,3,2,0,2
78.771837,30.191983,1,5,3,280.9433289,26,8,7,3,0,6
78.591544,30.365852,1,2,1,263.2965393,18,8,3,2,0,6
78.551583,30.385333,1,1,3,263.2965393,18,4,3,1,8,6
78.631033,30.345358,1,5,2,271.0076599,18,4,3,3,0,2
78.558135,30.370322,1,9,3,263.2965393,0,8,3,3,0,6
78.599226,30.24853,1,7,3,289.0579224,40,8,3,1,11,6
78.605417,30.305306,1,7,1,271.0076599,18,8,7,2,0,2
78.653536,30.243803,1,6,3,292.90448,33,8,3,3,0,6
78.549397,30.362996,1,10,3,228.8293762,0,8,3,3,0,6
78.735623,30.270838,1,5,3,280.8479004,16,8,3,2,0,6
78.514528,30.404306,1,7,1,244.3352966,24,8,3,2,0,6
78.757178,30.386107,1,7,1,338.2958984,8,4,3,3,0,2
78.513087,30.404874,1,7,2,244.3352966,24,8,3,3,0,6
78.60649,30.302234,1,7,1,271.0076599,16,8,7,3,0,2
78.67632,30.263932,1,7,1,277.8612671,33,8,3,3,0,6
78.510738,30.401127,1,8,1,244.3352966,24,8,3,3,0,6
78.705147,30.238571,1,5,3,294.5990601,8,8,3,3,0,6
78.575586,30.325312,1,6,1,243.5739441,24,8,7,2,0,2
78.525158,30.341742,1,4,3,220.955719,29,8,7,3,0,2
78.701746,30.237905,1,7,3,294.5990601,0,8,2,3,0,6
78.629977,30.344536,1,6,2,271.0076599,18,4,3,2,0,2
78.524635,30.343651,1,4,3,220.955719,23,8,7,3,0,2
78.537055,30.340659,1,8,3,220.955719,26,8,7,3,0,2
78.578171,30.387476,1,7,3,263.2965393,11,4,3,2,0,6
78.761306,30.320916,1,8,3,308.0028076,51,4,3,2,18,7
78.632875,30.224042,1,6,1,281.266449,23,8,3,2,0,6
78.504166,30.398647,1,5,1,228.8293762,16,8,3,3,0,6
78.579755,30.385542,1,7,3,263.2965393,8,4,3,3,0,6
78.562373,30.369968,1,2,1,263.2965393,0,8,3,3,0,6
78.581647,30.386836,1,4,3,263.2965393,8,4,3,4,0,6
78.701436,30.237024,1,7,2,294.5990601,0,8,2,3,0,6
78.606398,30.402093,1,7,1,289.3814087,0,4,2,2,0,7
78.661432,30.316909,1,7,3,285.8553162,8,8,7,2,0,2
78.597216,30.313081,1,7,1,243.5739441,18,8,7,2,0,2
78.545611,30.394778,1,7,1,228.8293762,23,4,3,3,0,6
78.538898,30.227407,1,10,3,275.3490295,11,8,8,3,0,6
78.537244,30.341173,1,8,3,220.955719,26,8,7,3,0,2
78.639536,30.192521,1,5,1,274.5140686,0,8,3,4,0,6
78.719206,30.295964,1,5,3,280.8479004,16,8,3,3,0,6
78.710052,30.401738,1,6,1,340.8542175,8,4,3,3,0,7
78.588619,30.376171,1,7,1,263.2965393,8,4,3,3,0,6
78.560475,30.391485,1,7,1,263.2965393,16,4,3,3,0,6
78.574432,30.368698,1,8,1,263.2965393,0,8,3,2,0,6
78.515921,30.37679,1,8,3,228.8293762,0,8,3,2,0,6
78.772528,30.380358,1,6,3,338.2958984,8,4,3,4,0,2
78.758507,30.317637,1,8,3,308.0028076,52,4,3,3,23,7
78.524516,30.392637,1,5,3,228.8293762,16,8,3,3,0,6
78.607571,30.401864,1,7,2,289.3814087,0,4,2,2,0,7
78.74769,30.260854,1,8,1,280.8479004,24,8,3,2,0,6
78.57937,30.386061,1,7,2,263.2965393,8,4,3,3,0,6
78.571594,30.386755,1,5,1,263.2965393,11,4,3,2,0,6
78.551474,30.214104,1,6,1,289.0579224,8,8,8,3,0,2
78.641465,30.254282,1,3,3,263.6710205,41,8,3,3,0,6
78.583664,30.18193,1,4,3,300.7553101,8,8,3,2,0,6
78.554571,30.362365,1,9,1,263.2965393,8,8,3,3,0,6
78.54176,30.364468,1,3,3,228.8293762,0,8,3,2,0,6
78.759231,30.320074,1,8,2,308.0028076,51,4,3,3,18,7
78.686294,30.266381,1,5,1,277.8612671,26,8,3,2,0,6
78.729708,30.254054,1,8,3,280.8479004,8,8,3,2,0,6
78.609667,30.276139,1,7,3,263.6710205,29,8,7,3,0,6
78.513632,30.284784,1,1,3,245.5419769,8,8,3,1,0,2
78.51962,30.279946,1,8,1,245.5419769,16,8,3,2,0,2
78.717828,30.284444,1,8,3,280.8479004,0,8,7,2,0,6
78.6058,30.2339,0,9,1,281.266449,41,8,3,1,0,2
78.5795,30.3307,0,6,3,243.5739441,32,8,7,1,8,2
78.6341,30.2476,0,3,1,281.266449,43,8,3,1,0,6
78.7653,30.3191,0,8,1,308.0028076,49,4,3,1,11,2
78.7716,30.2617,0,5,1,273.6559143,29,4,3,1,8,2
78.6762,30.251,0,3,3,277.8612671,18,8,3,1,0,6
78.6746,30.2202,0,3,3,292.90448,8,8,3,2,0,6
78.665,30.2937,0,4,2,277.8612671,23,8,3,1,8,2
78.7302,30.217,0,10,1,294.5990601,8,8,3,1,0,2
78.7298,30.1778,0,2,3,280.2349243,43,8,3,1,0,2
78.5283,30.2729,0,7,1,245.5419769,16,8,3,1,0,2
78.5416,30.2512,0,9,1,245.5419769,8,8,4,1,8,6
78.5737,30.2799,0,10,2,257.5440674,16,8,3,1,8,6
78.6398,30.2976,0,8,1,263.6710205,29,8,3,1,18,2
78.5498,30.3247,0,6,3,220.955719,24,8,7,1,8,6
78.5611,30.1799,0,2,1,300.7553101,23,8,3,1,16,2
78.6255,30.2561,0,4,3,263.6710205,52,8,3,1,0,2
78.6964,30.1743,0,9,3,284.1898804,36,8,3,1,0,2
78.5932,30.1797,0,2,1,300.7553101,0,8,3,1,0,6
78.75,30.3366,0,5,3,296.5811157,40,4,3,1,24,7
78.675,30.2116,0,3,1,292.90448,0,8,3,3,0,6
78.6961,30.3561,0,6,1,314.8866882,43,4,3,1,29,2
78.7241,30.3337,0,2,1,296.5811157,46,4,3,1,0,2
78.7011,30.2835,0,10,3,280.8479004,8,8,3,1,0,6
78.6406,30.3095,0,5,3,271.0076599,23,8,3,2,23,7
78.5715,30.1851,0,5,2,300.7553101,8,8,3,2,0,2
78.5225,30.3248,0,8,1,220.955719,24,8,7,1,0,2
78.5937,30.3911,0,9,3,263.2965393,0,4,2,2,0,6
78.6893,30.3856,0,8,1,314.8866882,18,4,3,2,23,2
78.7345,30.3648,0,5,3,320.8731384,23,4,3,2,24,7
78.748,30.2696,0,7,1,280.8479004,32,8,3,2,0,2
78.5971,30.3414,0,2,2,243.5739441,40,8,3,2,16,2
78.5278,30.2276,0,4,3,275.3490295,18,8,8,2,0,2
78.769,30.2618,0,3,3,273.6559143,29,4,3,2,8,2
78.7273,30.3169,0,9,1,296.5811157,33,4,3,2,8,2
78.7728,30.1928,0,5,1,280.9433289,29,8,7,2,0,6
78.5754,30.1747,0,5,1,300.7553101,11,8,3,2,8,2
78.5235,30.2511,0,3,1,245.5419769,8,8,4,2,11,2
78.7134,30.2626,0,4,3,280.8479004,8,8,3,2,0,6
78.6278,30.1904,0,6,2,274.5140686,8,8,3,2,0,6
78.7453,30.3014,0,7,1,296.5811157,29,4,3,3,0,2
78.7415,30.1952,0,7,1,280.2349243,24,8,7,3,0,2
78.7373,30.2066,0,5,3,294.5990601,11,8,3,3,0,2
78.6718,30.2408,0,4,1,292.90448,18,8,3,3,0,6
78.5578,30.2113,0,4,1,289.0579224,0,8,8,3,8,6
78.5311,30.3757,0,10,2,228.8293762,8,8,3,3,0,6
78.7122,30.1769,0,2,1,280.2349243,46,8,3,3,0,2
78.6991,30.3589,0,9,3,314.8866882,43,4,3,3,29,2
78.6053,30.179,0,4,3,274.5140686,11,8,3,3,0,6
78.5998,30.2476,0,9,3,289.0579224,40,8,1,3,11,2
78.5845,30.3611,0,7,2,263.2965393,11,8,3,3,0,2
78.7431,30.2985,0,4,1,280.8479004,29,4,3,3,0,2
78.5807,30.3369,0,10,3,243.5739441,33,8,3,3,11,2
78.6901,30.285,0,10,1,277.8612671,18,8,3,3,8,2
78.6984,30.189,0,4,3,284.1898804,29,8,3,3,0,2
78.6836,30.3534,0,3,3,314.8866882,40,4,3,3,34,2
78.6694,30.1772,0,9,1,284.1898804,29,8,3,3,8,2
78.6224,30.2688,0,5,1,263.6710205,46,8,7,3,0,2
78.7137,30.2711,0,4,2,280.8479004,0,8,3,4,0,6
78.5029,30.3698,0,3,3,228.8293762,8,8,3,4,8,2
78.5676,30.2189,0,7,1,289.0579224,8,8,3,4,8,6
78.5451,30.1996,0,6,1,287.4196777,18,8,8,4,8,6
78.6988,30.3044,0,7,3,285.8553162,8,8,3,4,0,6
78.661,30.3378,0,6,1,285.8553162,11,4,3,4,11,2
78.5685,30.1887,0,2,1,300.7553101,11,8,3,4,8,6
78.5381,30.2484,0,9,1,275.3490295,8,8,4,4,8,6
78.512,30.2589,0,7,3,245.5419769,0,8,4,4,0,6
78.6767,30.3715,0,4,3,314.8866882,36,4,3,4,40,7
78.5421,30.1978,0,3,3,287.4196777,23,8,3,4,8,6
78.748,30.2766,0,10,1,280.8479004,32,4,3,4,0,2
78.899366,30.241743,1,3,1,241.381424,0,4,6,3,0,6
78.869293,30.220131,1,7,3,241.381424,26,8,3,3,0,6
78.786342,30.26326,1,4,1,273.6559143,32,4,3,3,0,7
78.99826,30.284537,1,8,3,219.103653,16,4,3,3,0,7
78.816508,30.388011,1,9,2,332.9666748,8,4,3,2,0,7
78.858266,30.310456,1,3,3,239.6830902,24,4,3,3,0,2
78.998006,30.282925,1,8,1,219.103653,16,4,3,3,0,7
